data,praca,classe,web,ifood,call,android,iphone,total,precipitac,tempmax,tempmin,tempmed,umidade,insolacao,diasemana,diasem,mes,desserts,pizzas,beverage,cbmaker,combos,sfiha,kit1,kit2,snack,pastas,dishes,promotion,savory,salads,range,dessert1,desserte,pizzas1,pizzase,beverage1,beveragee,cbmaker1,cbmakere,combos1,combose,sfiha1,sfihae,kit11,kit1e,kit21,kit2e,snack1,snacke,pastas1,pastase,dishes1,dishese,promotion1,promotione,savory1,savorye,salads1,saladse
"17/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64057.00,2.89,27.00,17.90,21.42,78.75,4.70,"SAT",3,2,3211.00,385.00,2308.00,0.00,4094.00,35898.00,28.00,1.00,1849.00,646.00,759.00,0.00,14813.00,65.00,"Range-22",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"18/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,48766.00,2.89,23.80,19.80,21.32,81.25,3.97,"SUN",3,2,3494.00,291.00,2029.00,0.00,2666.00,24787.00,20.00,3.00,1599.00,879.00,774.00,0.00,12169.00,55.00,"Range-19",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"14/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,59647.00,2.89,22.20,18.20,20.18,85.25,3.97,"WED",4,2,2604.00,281.00,1891.00,0.00,1662.00,37074.00,24.00,0.00,1228.00,618.00,615.00,0.00,13612.00,38.00,"Range-17",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"15/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,38244.00,2.89,24.10,17.80,20.50,85.50,0.20,"TUR",1,2,1737.00,159.00,1255.00,0.00,1045.00,23493.00,17.00,2.00,796.00,442.00,406.00,0.00,8853.00,39.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"24/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64211.00,2.89,27.50,17.80,22.08,70.00,10.30,"SAT",3,2,3282.00,432.00,2234.00,0.00,3845.00,35360.00,55.00,3.00,1931.00,747.00,720.00,0.00,15547.00,55.00,"Range-21",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"21/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,36354.00,2.89,29.70,21.50,25.32,62.00,10.90,"WED",1,2,1565.00,153.00,1205.00,0.00,946.00,22499.00,7.00,2.00,754.00,388.00,393.00,0.00,8399.00,43.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"22/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,42688.00,2.89,30.20,20.40,23.72,86.00,7.00,"TUR",1,2,1960.00,189.00,1428.00,0.00,1160.00,26441.00,17.00,3.00,985.00,463.00,457.00,0.00,9548.00,37.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"25/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,46878.00,2.89,26.80,17.60,21.84,76.00,7.30,"SUN",3,2,3323.00,324.00,1980.00,0.00,2639.00,24042.00,28.00,4.00,1489.00,873.00,780.00,0.00,11336.00,60.00,"Range-18",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"19/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,31222.00,2.89,26.80,18.60,23.42,71.00,4.10,"MON",1,2,1443.00,143.00,1067.00,0.00,901.00,19233.00,7.00,0.00,724.00,389.00,322.00,0.00,6961.00,32.00,"Range-08",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"23/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,52470.00,2.89,27.30,19.30,22.20,79.00,7.80,"FRI",2,2,2722.00,382.00,2089.00,0.00,3044.00,28378.00,30.00,3.00,1657.00,572.00,663.00,0.00,12879.00,51.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"26/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,41636.00,2.89,27.20,19.60,22.20,88.00,1.10,"MON",1,2,1738.00,183.00,1464.00,0.00,1232.00,24960.00,12.00,4.00,910.00,428.00,417.00,0.00,10257.00,31.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"20/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,37692.00,2.89,27.70,21.20,23.76,83.00,1.80,"TUE",1,2,1538.00,142.00,1282.00,0.00,995.00,23244.00,12.00,1.00,750.00,404.00,408.00,0.00,8870.00,46.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"28/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,46810.00,2.89,30.30,19.50,24.06,77.00,9.30,"WED",1,2,2007.00,162.00,1604.00,0.00,1285.00,29132.00,13.00,2.00,1037.00,484.00,439.00,0.00,10602.00,43.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"27/02/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,34290.00,2.89,28.50,19.00,22.92,84.00,3.60,"TUE",1,2,1687.00,125.00,1279.00,0.00,1013.00,20200.00,28.00,0.00,760.00,402.00,381.00,0.00,8391.00,24.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"02/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,65565.00,0.50,31.40,21.30,24.48,83.75,6.80,"FRI",2,1,4362.00,403.00,2491.00,0.00,3453.00,35648.00,34.00,5.00,1726.00,564.00,659.00,545.00,15632.00,43.00,"Range-24",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"03/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,69873.00,4.20,29.50,20.00,23.74,77.00,6.80,"SAT",3,1,4288.00,440.00,2374.00,0.00,3750.00,38108.00,41.00,2.00,1816.00,755.00,854.00,618.00,16782.00,45.00,"Range-23",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"01/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,45672.00,3.75,30.60,20.90,24.70,80.25,6.90,"TUR",1,1,2481.00,221.00,1597.00,0.00,1084.00,27840.00,10.00,1.00,1018.00,435.00,472.00,58.00,10407.00,48.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"04/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53617.00,3.75,31.30,21.00,24.82,83.75,5.60,"SUN",3,1,4300.00,374.00,2129.00,0.00,2643.00,27007.00,26.00,5.00,1455.00,849.00,757.00,772.00,13253.00,47.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"09/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,58334.00,0.40,26.80,19.20,22.08,77.25,3.40,"FRI",2,1,3715.00,406.00,2200.00,0.00,3667.00,31791.00,52.00,11.00,1602.00,493.00,539.00,942.00,12875.00,41.00,"Range-21",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"10/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,68737.00,3.75,27.50,20.10,22.44,84.50,2.30,"SAT",3,1,4639.00,472.00,2484.00,0.00,4496.00,38143.00,59.00,7.00,1856.00,707.00,724.00,1034.00,14066.00,50.00,"Range-24",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"07/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,45304.00,2.20,30.00,21.30,23.94,84.25,5.10,"WED",1,1,2469.00,177.00,1449.00,0.00,1157.00,27917.00,23.00,4.00,860.00,406.00,446.00,481.00,9876.00,39.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"08/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,52188.00,3.75,23.80,20.20,21.44,86.50,3.97,"TUR",1,1,2676.00,213.00,1533.00,0.00,1448.00,33252.00,25.00,1.00,858.00,465.00,498.00,637.00,10539.00,43.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"06/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,44295.00,22.10,29.80,20.70,24.34,81.00,6.30,"TUE",1,1,2392.00,175.00,1444.00,0.00,1065.00,27564.00,11.00,7.00,779.00,443.00,381.00,439.00,9559.00,36.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"05/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,36101.00,6.40,31.20,20.40,24.44,77.50,8.50,"MON",1,1,1882.00,139.00,1231.00,1.00,934.00,21907.00,7.00,0.00,643.00,409.00,356.00,402.00,8158.00,32.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"12/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,38299.00,3.75,31.20,20.40,24.64,76.75,8.30,"MON",1,1,2088.00,134.00,1336.00,0.00,1132.00,23379.00,14.00,3.00,849.00,343.00,349.00,544.00,8097.00,31.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"11/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,52208.00,0.40,31.00,19.30,24.42,70.25,7.10,"SUN",3,1,3998.00,354.00,2209.00,0.00,3089.00,27433.00,41.00,13.00,1464.00,769.00,754.00,1042.00,11004.00,38.00,"Range-21",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"13/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,35624.00,42.80,29.30,20.30,23.76,81.50,4.80,"TUE",1,1,1890.00,134.00,1177.00,0.00,1025.00,21713.00,8.00,7.00,596.00,360.00,322.00,458.00,7905.00,29.00,"Range-09",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"14/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,43806.00,3.75,33.60,21.60,25.34,72.50,8.90,"WED",1,1,2389.00,179.00,1525.00,0.00,1291.00,27659.00,27.00,10.00,794.00,398.00,395.00,657.00,8433.00,49.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"18/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,60763.00,3.75,32.00,19.70,24.62,74.00,8.90,"SUN",3,1,4326.00,1958.00,2291.00,0.00,2667.00,26249.00,43.00,15.00,1217.00,740.00,704.00,10096.00,10401.00,56.00,"Range-22",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"20/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,56313.00,3.75,31.00,19.50,23.74,79.25,2.10,"TUE",1,1,2653.00,1145.00,1794.00,0.00,1281.00,31524.00,37.00,6.00,741.00,360.00,451.00,5967.00,10317.00,37.00,"Range-16",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"19/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,40776.00,3.75,31.90,21.40,25.66,78.75,6.40,"MON",1,1,2231.00,892.00,1346.00,0.00,884.00,22030.00,31.00,6.00,617.00,339.00,378.00,4487.00,7492.00,43.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"17/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,74821.00,3.75,29.60,21.20,24.24,71.25,6.70,"SAT",3,1,4615.00,2059.00,2714.00,0.00,3990.00,34670.00,54.00,3.00,1524.00,634.00,673.00,10376.00,13462.00,47.00,"Range-27",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"16/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,67749.00,3.75,30.50,22.40,25.26,72.50,7.30,"FRI",2,1,4534.00,1690.00,2503.00,0.00,3346.00,31460.00,56.00,9.00,1385.00,528.00,643.00,8234.00,13324.00,37.00,"Range-24",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"15/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,46724.00,32.80,31.00,19.90,25.94,66.00,4.60,"TUR",1,1,2465.00,192.00,1569.00,0.00,1383.00,29364.00,29.00,6.00,909.00,374.00,458.00,687.00,9246.00,42.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"21/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,47832.00,50.10,27.00,19.50,22.40,79.25,2.60,"WED",1,1,2657.00,956.00,1476.00,0.00,1037.00,26240.00,30.00,3.00,664.00,357.00,422.00,5079.00,8871.00,40.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"23/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,68841.00,3.75,30.00,20.20,23.88,75.25,6.00,"FRI",2,1,4238.00,1963.00,2439.00,0.00,3545.00,32168.00,56.00,9.00,1444.00,499.00,674.00,9291.00,12482.00,33.00,"Range-23",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"22/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,51646.00,5.40,26.40,19.80,22.12,80.50,2.20,"TUR",1,1,2822.00,1139.00,1595.00,0.00,1224.00,27438.00,33.00,6.00,769.00,428.00,445.00,5836.00,9875.00,36.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"24/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,77276.00,3.75,30.30,20.10,25.02,67.50,10.60,"SAT",3,1,4564.00,2421.00,2666.00,0.00,4072.00,35616.00,62.00,6.00,1531.00,609.00,742.00,10858.00,14076.00,53.00,"Range-26",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"25/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,60921.00,3.75,30.20,20.60,25.88,56.50,11.30,"SUN",3,1,3936.00,2072.00,2442.00,0.00,2741.00,25370.00,36.00,6.00,1282.00,741.00,769.00,10511.00,10959.00,56.00,"Range-24",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"27/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,49163.00,13.60,28.60,18.30,22.02,86.00,2.70,"TUE",1,1,2371.00,1034.00,1550.00,0.00,1094.00,26976.00,29.00,10.00,672.00,374.00,343.00,5718.00,8963.00,29.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"26/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,43902.00,3.75,28.20,21.60,23.44,81.75,1.30,"MON",1,1,2283.00,1021.00,1501.00,3.00,1080.00,22529.00,21.00,9.00,545.00,375.00,376.00,5467.00,8647.00,45.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"28/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,61150.00,8.70,28.20,19.10,22.16,83.00,1.00,"WED",1,1,2611.00,1107.00,1944.00,0.00,1464.00,35051.00,23.00,6.00,797.00,351.00,436.00,6362.00,10960.00,38.00,"Range-18",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"29/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,100711.00,22.40,28.50,19.60,23.38,77.75,6.20,"TUR",1,1,4029.00,1872.00,2832.00,0.00,2456.00,59153.00,50.00,13.00,1362.00,547.00,643.00,10433.00,17254.00,67.00,"Range-28",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"30/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,69412.00,1.50,27.80,19.60,22.44,80.50,6.50,"FRI",4,1,4436.00,2634.00,2760.00,0.00,3592.00,27168.00,33.00,9.00,1073.00,810.00,638.00,13446.00,12772.00,41.00,"Range-27",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"31/03/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,71156.00,7.00,28.30,19.30,22.48,78.00,4.20,"SAT",3,1,3429.00,2238.00,2284.00,1.00,4129.00,33570.00,51.00,14.00,1445.00,516.00,612.00,10420.00,12418.00,29.00,"Range-22",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"01/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,52779.00,8.00,28.50,19.30,24.02,73.25,4.60,"SUN",3,1,2779.00,1627.00,2041.00,0.00,2391.00,22977.00,34.00,11.00,1094.00,612.00,652.00,8552.00,9975.00,34.00,"Range-19",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"03/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,38959.00,3.75,26.30,20.50,22.44,81.50,3.50,"TUE",1,1,1642.00,169.00,1312.00,23.00,1366.00,24107.00,17.00,9.00,953.00,398.00,463.00,18.00,8459.00,23.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"02/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,35419.00,2.20,26.00,20.00,22.88,77.50,1.10,"MON",1,1,1188.00,207.00,1238.00,6.00,1198.00,21680.00,7.00,4.00,776.00,467.00,406.00,149.00,8069.00,24.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"04/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,39304.00,0.20,26.80,19.30,21.62,79.00,1.00,"WED",1,1,1607.00,196.00,1349.00,26.00,1401.00,24537.00,13.00,5.00,805.00,422.00,401.00,3.00,8503.00,36.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"05/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,46154.00,3.75,27.80,18.20,22.04,74.25,6.30,"TUR",1,1,2022.00,250.00,1594.00,19.00,1656.00,29188.00,24.00,8.00,960.00,452.00,397.00,5.00,9531.00,48.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"07/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,68193.00,3.75,28.60,18.00,21.96,72.00,6.50,"SAT",3,1,3640.00,575.00,2772.00,49.00,5655.00,36190.00,37.00,7.00,2216.00,780.00,827.00,0.00,15377.00,68.00,"Range-27",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"08/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,55617.00,3.75,28.10,18.70,22.06,77.75,4.70,"SUN",3,1,3710.00,440.00,2401.00,43.00,4104.00,28751.00,29.00,11.00,1910.00,1013.00,883.00,0.00,12272.00,50.00,"Range-23",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"06/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,61469.00,3.75,27.20,19.40,22.30,72.00,6.60,"FRI",2,1,3436.00,503.00,2621.00,48.00,4945.00,32648.00,46.00,8.00,2089.00,584.00,685.00,5.00,13819.00,32.00,"Range-25",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"12/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,46402.00,3.75,28.20,17.70,22.44,72.25,7.30,"TUR",1,1,2138.00,239.00,1593.00,6.00,1769.00,28905.00,14.00,4.00,1008.00,510.00,475.00,0.00,9699.00,42.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"13/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,60128.00,3.75,29.80,19.30,23.76,65.25,7.70,"FRI",2,1,3720.00,3056.00,2679.00,45.00,4597.00,29624.00,49.00,7.00,1946.00,480.00,657.00,0.00,13217.00,51.00,"Range-26",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"10/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,37698.00,3.75,28.20,18.30,22.02,68.25,7.90,"TUE",1,1,1696.00,198.00,1211.00,24.00,1253.00,23966.00,15.00,3.00,718.00,318.00,296.00,0.00,7968.00,32.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"11/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,41929.00,3.75,27.70,18.50,21.88,69.00,9.10,"WED",1,1,2071.00,174.00,1356.00,17.00,1421.00,25724.00,27.00,3.00,921.00,401.00,390.00,0.00,9386.00,38.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
