data,praca,classe,web,ifood,call,android,iphone,total,precipitac,tempmax,tempmin,tempmed,umidade,insolacao,diasemana,diasem,mes,desserts,pizzas,beverage,cbmaker,combos,sfiha,kit1,kit2,snack,pastas,dishes,promotion,savory,salads,range,dessert1,desserte,pizzas1,pizzase,beverage1,beveragee,cbmaker1,cbmakere,combos1,combose,sfiha1,sfihae,kit11,kit1e,kit21,kit2e,snack1,snacke,pastas1,pastase,dishes1,dishese,promotion1,promotione,savory1,savorye,salads1,saladse
"09/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,39467.00,3.75,27.80,18.60,21.88,74.25,6.50,"MON",1,1,1840.00,192.00,1301.00,11.00,1452.00,24668.00,13.00,5.00,867.00,429.00,405.00,0.00,8247.00,37.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"14/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,66624.00,3.75,26.20,19.60,21.92,74.25,5.10,"SAT",3,1,4029.00,3682.00,2891.00,56.00,5592.00,31948.00,48.00,12.00,1882.00,654.00,813.00,0.00,14981.00,36.00,"Range-28",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"15/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,60314.00,3.80,20.80,18.40,19.44,88.25,3.97,"SUN",3,1,4527.00,3428.00,2866.00,51.00,4242.00,28701.00,35.00,19.00,1834.00,1056.00,864.00,0.00,12641.00,50.00,"Range-28",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"16/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,39643.00,13.80,21.20,17.00,18.08,84.50,3.97,"MON",1,1,2065.00,1519.00,1493.00,18.00,1466.00,23343.00,9.00,4.00,785.00,411.00,339.00,0.00,8162.00,29.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"19/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,48078.00,3.75,26.20,14.00,19.10,62.75,9.90,"TUR",1,1,2449.00,1575.00,1743.00,23.00,1714.00,28518.00,16.00,10.00,907.00,441.00,402.00,0.00,10253.00,27.00,"Range-16",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"18/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,40881.00,3.75,25.10,14.00,18.62,64.00,9.40,"WED",1,1,1981.00,1446.00,1444.00,10.00,1435.00,24418.00,16.00,0.00,768.00,379.00,395.00,0.00,8565.00,24.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"20/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64836.00,3.75,25.80,14.20,19.54,58.50,8.20,"FRI",2,1,4157.00,3807.00,2834.00,26.00,4721.00,31901.00,39.00,7.00,1878.00,546.00,617.00,0.00,14252.00,51.00,"Range-28",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"17/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,37780.00,3.75,23.30,15.70,18.44,75.25,7.50,"TUE",1,1,1946.00,1332.00,1319.00,23.00,1282.00,22450.00,18.00,4.00,717.00,307.00,361.00,0.00,7996.00,25.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"21/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,70533.00,3.75,26.30,13.80,19.24,65.75,9.20,"SAT",4,1,4648.00,4295.00,3031.00,41.00,5935.00,33581.00,30.00,10.00,2009.00,694.00,738.00,0.00,15489.00,32.00,"Range-30",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"22/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,54815.00,3.75,26.30,15.80,20.24,74.25,9.20,"SUN",3,1,4160.00,3365.00,2635.00,44.00,3858.00,25144.00,36.00,8.00,1755.00,937.00,829.00,0.00,11994.00,50.00,"Range-26",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"23/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,36561.00,3.75,26.70,16.70,20.58,72.50,6.70,"MON",1,1,1848.00,1269.00,1334.00,16.00,1305.00,20924.00,21.00,8.00,671.00,394.00,366.00,0.00,8374.00,31.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"24/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,37632.00,3.75,27.00,17.10,21.02,68.75,7.90,"TUE",1,1,1794.00,1309.00,1424.00,16.00,1311.00,21704.00,8.00,4.00,665.00,423.00,363.00,0.00,8578.00,33.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"26/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,47256.00,3.75,27.80,18.60,21.68,75.25,7.30,"TUR",1,1,2210.00,1621.00,1770.00,18.00,1693.00,28393.00,17.00,6.00,970.00,456.00,380.00,0.00,9690.00,32.00,"Range-16",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"27/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64272.00,3.75,28.60,18.80,22.48,72.50,7.90,"FRI",2,1,3923.00,3548.00,2987.00,66.00,4700.00,31839.00,38.00,6.00,1870.00,582.00,640.00,0.00,14033.00,40.00,"Range-30",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"25/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,44422.00,3.75,28.20,17.80,21.56,70.75,6.80,"WED",1,1,2384.00,1555.00,1559.00,28.00,1519.00,26094.00,10.00,5.00,827.00,344.00,385.00,0.00,9685.00,27.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"28/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,63821.00,3.75,28.40,19.30,22.64,71.50,7.30,"SAT",3,1,4066.00,3779.00,2834.00,57.00,5324.00,30244.00,28.00,13.00,1899.00,698.00,698.00,0.00,14139.00,42.00,"Range-28",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"29/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,51632.00,3.75,28.40,19.00,21.98,76.00,6.70,"SUN",3,1,4347.00,3341.00,2621.00,50.00,3967.00,23604.00,27.00,11.00,1583.00,820.00,759.00,0.00,10454.00,48.00,"Range-25",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"30/04/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,86921.00,3.75,29.00,17.00,22.82,56.25,8.80,"MON",4,1,4335.00,2804.00,2771.00,42.00,3452.00,53509.00,28.00,12.00,1680.00,671.00,641.00,0.00,16930.00,46.00,"Range-27",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"01/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,89932.00,3.75,28.00,18.10,21.98,72.50,6.60,"TUE",4,1,5349.00,3017.00,3195.00,70.00,3517.00,53235.00,60.00,13.00,2227.00,858.00,838.00,0.00,17508.00,45.00,"Range-32",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"04/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,61988.00,3.75,29.50,17.70,22.46,67.75,9.20,"FRI",2,1,3614.00,511.00,2537.00,59.00,5123.00,33056.00,48.00,8.00,2128.00,501.00,707.00,0.00,13656.00,40.00,"Range-25",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"02/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,37161.00,3.75,27.50,18.00,21.70,72.75,7.60,"WED",1,1,1765.00,217.00,1302.00,27.00,1480.00,23120.00,9.00,2.00,849.00,396.00,442.00,0.00,7526.00,26.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"03/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,43052.00,3.75,29.00,17.90,22.40,73.50,7.90,"TUR",1,1,2162.00,182.00,1517.00,21.00,1799.00,26515.00,19.00,7.00,1087.00,428.00,408.00,0.00,8876.00,31.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"07/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,41060.00,3.75,25.40,18.30,20.54,74.00,5.30,"MON",1,1,2025.00,204.00,1384.00,23.00,1672.00,25601.00,15.00,1.00,946.00,425.00,399.00,0.00,8337.00,28.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"05/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,68942.00,3.75,29.60,18.10,22.54,67.50,7.40,"SAT",3,1,4477.00,616.00,2983.00,79.00,6398.00,34727.00,48.00,16.00,2377.00,729.00,862.00,0.00,15601.00,29.00,"Range-30",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"06/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,56000.00,3.75,25.80,18.10,21.06,73.50,7.70,"SUN",3,1,4287.00,476.00,2472.00,62.00,4429.00,28851.00,31.00,3.00,1955.00,916.00,774.00,0.00,11706.00,38.00,"Range-24",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"08/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,44000.00,3.75,24.10,16.90,19.44,77.00,7.50,"TUE",1,1,2151.00,214.00,1498.00,28.00,1723.00,27290.00,17.00,6.00,911.00,466.00,405.00,0.00,9262.00,29.00,"Range-13",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"11/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,66486.00,3.75,27.30,15.20,22.06,59.25,7.50,"FRI",2,1,4183.00,575.00,2742.00,18.00,5404.00,35600.00,28.00,6.00,2139.00,685.00,605.00,0.00,14459.00,42.00,"Range-27",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"12/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,71670.00,3.75,26.40,18.40,20.72,75.00,1.90,"SAT",3,1,4477.00,571.00,2712.00,41.00,6440.00,37614.00,34.00,19.00,2396.00,737.00,759.00,0.00,15831.00,39.00,"Range-26",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"13/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,45947.00,3.75,23.60,17.00,18.92,73.50,2.50,"SUN",3,1,3859.00,408.00,2039.00,17.00,3642.00,23394.00,31.00,13.00,1494.00,792.00,636.00,0.00,9589.00,33.00,"Range-19",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"09/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,46068.00,3.75,25.00,15.70,19.34,71.25,9.00,"WED",1,1,2425.00,245.00,1428.00,26.00,1748.00,28483.00,17.00,1.00,943.00,469.00,459.00,0.00,9791.00,33.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"10/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,50976.00,3.75,26.60,15.90,20.30,65.00,8.40,"TUR",1,1,2506.00,238.00,1618.00,20.00,1972.00,31632.00,13.00,5.00,1140.00,500.00,449.00,0.00,10850.00,33.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"16/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,40169.00,3.75,27.20,17.60,21.08,70.50,4.80,"WED",1,1,1891.00,177.00,1356.00,8.00,1598.00,25281.00,18.00,2.00,858.00,387.00,358.00,0.00,8204.00,31.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"14/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,36703.00,3.75,25.60,16.30,19.58,77.00,7.10,"MON",1,1,2013.00,175.00,1239.00,10.00,1497.00,22166.00,14.00,6.00,826.00,440.00,372.00,0.00,7901.00,44.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"15/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,38006.00,3.75,22.60,17.40,19.74,77.00,0.20,"TUE",1,1,1871.00,170.00,1255.00,8.00,1561.00,22948.00,9.00,2.00,874.00,420.00,312.00,0.00,8546.00,30.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"17/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,45584.00,3.75,24.10,17.10,19.98,74.75,5.30,"TUR",1,1,2333.00,238.00,1557.00,7.00,1915.00,28307.00,11.00,6.00,982.00,417.00,443.00,0.00,9342.00,26.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"19/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,71362.00,2.60,22.30,15.40,19.12,76.50,2.50,"SAT",3,1,4856.00,571.00,2637.00,44.00,6265.00,37743.00,34.00,6.00,2325.00,727.00,744.00,0.00,15376.00,34.00,"Range-26",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"20/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,57049.00,8.20,21.00,9.60,13.94,56.25,8.70,"SUN",3,1,4784.00,460.00,2334.00,28.00,4605.00,29068.00,36.00,6.00,1907.00,1000.00,821.00,0.00,11955.00,45.00,"Range-22",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"18/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,62048.00,3.75,27.50,17.10,21.78,72.50,7.90,"FRI",2,1,4021.00,464.00,2452.00,19.00,5238.00,33092.00,48.00,6.00,1992.00,503.00,654.00,0.00,13528.00,31.00,"Range-24",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"22/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,38218.00,3.75,24.60,9.70,15.36,73.50,8.60,"TUE",1,1,1811.00,168.00,1196.00,13.00,1966.00,23766.00,14.00,7.00,544.00,416.00,297.00,0.00,8003.00,17.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"24/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,43340.00,3.75,22.90,12.50,16.74,76.25,6.70,"TUR",1,1,2397.00,214.00,1370.00,12.00,2242.00,26357.00,16.00,6.00,686.00,507.00,400.00,0.00,9100.00,33.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"23/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,39938.00,3.75,22.20,11.40,15.70,74.25,6.00,"WED",1,1,2164.00,187.00,1261.00,13.00,2073.00,24612.00,16.00,3.00,573.00,385.00,322.00,0.00,8302.00,27.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"21/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,36651.00,3.75,21.50,9.30,14.94,65.75,8.50,"MON",1,1,2029.00,162.00,1221.00,11.00,1863.00,22853.00,15.00,5.00,601.00,381.00,316.00,0.00,7166.00,28.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"25/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,49317.00,3.75,22.80,12.10,17.44,76.75,2.50,"FRI",2,1,4071.00,462.00,2069.00,29.00,6351.00,23798.00,42.00,5.00,1292.00,509.00,609.00,0.00,10042.00,38.00,"Range-19",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"26/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,53929.00,3.75,23.30,14.90,17.80,77.00,5.60,"SAT",3,1,4276.00,540.00,2193.00,22.00,7388.00,25231.00,27.00,15.00,1475.00,656.00,706.00,0.00,11364.00,36.00,"Range-21",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"28/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,26390.00,3.75,22.60,12.90,16.74,73.25,7.20,"MON",1,1,1894.00,179.00,1122.00,6.00,2496.00,12920.00,10.00,3.00,531.00,275.00,348.00,0.00,6591.00,15.00,"Range-09",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"29/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,36930.00,3.75,24.00,13.30,17.94,65.00,8.30,"TUE",1,1,2377.00,201.00,1315.00,13.00,2224.00,20273.00,13.00,8.00,607.00,455.00,360.00,0.00,9065.00,19.00,"Range-11",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"30/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,61792.00,3.75,24.40,13.40,18.12,61.75,8.40,"WED",1,1,4249.00,380.00,2125.00,33.00,4753.00,32491.00,27.00,10.00,1061.00,515.00,461.00,0.00,15662.00,25.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"27/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,39350.00,3.75,24.20,14.70,17.70,76.75,6.00,"SUN",3,1,4035.00,370.00,1792.00,17.00,5297.00,16484.00,37.00,3.00,1119.00,811.00,647.00,0.00,8707.00,31.00,"Range-16",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"31/05/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,64094.00,3.75,25.10,12.50,18.74,65.25,8.10,"TUR",4,1,5599.00,405.00,2639.00,41.00,6981.00,29729.00,44.00,18.00,1339.00,784.00,686.00,0.00,15792.00,37.00,"Range-26",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"01/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,50955.00,3.75,25.10,15.20,19.86,49.25,8.50,"FRI",4,3,4080.00,395.00,2065.00,31.00,6067.00,24399.00,37.00,5.00,1287.00,564.00,559.00,0.00,11435.00,31.00,"Range-19",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"02/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,57949.00,3.75,25.30,16.30,21.36,57.75,1.60,"SAT",3,3,4744.00,503.00,2344.00,53.00,7279.00,28074.00,37.00,2.00,1403.00,607.00,593.00,0.00,12277.00,33.00,"Range-22",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"03/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,49231.00,0.80,22.50,13.70,16.28,88.75,3.97,"SUN",3,3,5137.00,390.00,2157.00,61.00,6214.00,21608.00,36.00,9.00,1365.00,1064.00,781.00,0.00,10376.00,33.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"05/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,29710.00,0.30,18.60,14.10,16.02,86.25,3.97,"TUE",1,3,2240.00,186.00,1193.00,25.00,2220.00,14640.00,11.00,0.00,629.00,429.00,340.00,0.00,7762.00,35.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"06/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,36211.00,3.75,23.20,14.00,17.52,83.00,1.90,"WED",1,3,2557.00,236.00,1400.00,28.00,2573.00,18771.00,31.00,2.00,715.00,418.00,373.00,0.00,9085.00,22.00,"Range-12",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"04/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,27144.00,3.75,17.40,13.50,15.24,81.75,3.97,"MON",1,3,2003.00,175.00,1187.00,13.00,2054.00,13347.00,12.00,3.00,596.00,425.00,313.00,0.00,6993.00,23.00,"Range-10",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"07/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,35846.00,2.60,22.20,15.30,18.80,79.50,1.70,"TUR",1,3,2660.00,245.00,1604.00,25.00,3256.00,16635.00,34.00,8.00,875.00,517.00,439.00,0.00,9519.00,29.00,"Range-14",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
"10/06/2018","SAO PAULO","",0.00,0.00,0.00,0.00,0.00,49101.00,3.75,24.50,14.00,19.14,83.25,2.30,"SUN",3,3,4693.00,370.00,2124.00,34.00,5416.00,24024.00,55.00,2.00,1399.00,722.00,715.00,0.00,9503.00,44.00,"Range-20",0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.00,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000
