"","data","praca","classe","web","ifood","call","android","iphone","total","precipitac","tempmax","tempmin","tempmed","umidade","insolacao","diasemana","diasem","mes","desserts","pizzas","beverage","cbmaker","combos","sfiha","kit1","kit2","snack","pastas","dishes","promotion","savory","salads","range","dessert1","desserte","pizzas1","pizzase","beverage1","beveragee","cbmaker1","cbmakere","combos1","combose","sfiha1","sfihae","kit11","kit1e","kit21","kit2e","snack1","snacke","pastas1","pastase","dishes1","dishese","promotion1","promotione","savory1","savorye","salads1","saladse","precipita1","tempmax1","tempmin1","tempmed1","insolacao1","umidade1"
"77","17/03/2018","SAO PAULO",NA,0,0,0,0,0,74821,0,29.6,21.2,24.24,71.25,6.7,"SAT",3,2,4615,2059,2714,0,3990,34670,54,3,1524,634,673,10376,13462,47,"Range-33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","16/03/2018","SAO PAULO",NA,0,0,0,0,0,67749,0,30.5,22.4,25.26,72.5,7.3,"FRI",3,2,4534,1690,2503,0,3346,31460,56,9,1385,528,643,8234,13324,37,"Range-32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","15/03/2018","SAO PAULO",NA,0,0,0,0,0,46724,32.8,31,19.9,25.94,66,4.6,"TUR",1,2,2465,192,1569,0,1383,29364,29,6,909,374,458,687,9246,42,"Range-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","21/03/2018","SAO PAULO",NA,0,0,0,0,0,47832,50.1,27,19.5,22.4,79.25,2.6,"WED",1,2,2657,956,1476,0,1037,26240,30,3,664,357,422,5079,8871,40,"Range-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","23/03/2018","SAO PAULO",NA,0,0,0,0,0,68841,0,30,20.2,23.88,75.25,6,"FRI",3,2,4238,1963,2439,0,3545,32168,56,9,1444,499,674,9291,12482,33,"Range-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","22/03/2018","SAO PAULO",NA,0,0,0,0,0,51646,5.4,26.4,19.8,22.12,80.5,2.2,"TUR",1,2,2822,1139,1595,0,1224,27438,33,6,769,428,445,5836,9875,36,"Range-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","24/03/2018","SAO PAULO",NA,0,0,0,0,0,77276,0,30.3,20.1,25.02,67.5,10.6,"SAT",3,2,4564,2421,2666,0,4072,35616,62,6,1531,609,742,10858,14076,53,"Range-32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","25/03/2018","SAO PAULO",NA,0,0,0,0,0,60921,0,30.2,20.6,25.88,56.5,11.3,"SUN",2,2,3936,2072,2442,0,2741,25370,36,6,1282,741,769,10511,10959,56,"Range-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","27/03/2018","SAO PAULO",NA,0,0,0,0,0,49163,13.6,28.6,18.3,22.02,86,2.7,"TUE",1,2,2371,1034,1550,0,1094,26976,29,10,672,374,343,5718,8963,29,"Range-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","26/03/2018","SAO PAULO",NA,0,0,0,0,0,43902,0,28.2,21.6,23.44,81.75,1.3,"MON",1,2,2283,1021,1501,3,1080,22529,21,9,545,375,376,5467,8647,45,"Range-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","28/03/2018","SAO PAULO",NA,0,0,0,0,0,61150,8.7,28.2,19.1,22.16,83,1,"WED",1,2,2611,1107,1944,0,1464,35051,23,6,797,351,436,6362,10960,38,"Range-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","29/03/2018","SAO PAULO",NA,0,0,0,0,0,100711,22.4,28.5,19.6,23.38,77.75,6.2,"TUR",1,2,4029,1872,2832,0,2456,59153,50,13,1362,547,643,10433,17254,67,"Range-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","30/03/2018","SAO PAULO",NA,0,0,0,0,0,69412,1.5,27.8,19.6,22.44,80.5,6.5,"FRI",3,2,4436,2634,2760,0,3592,27168,33,9,1073,810,638,13446,12772,41,"Range-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","31/03/2018","SAO PAULO",NA,0,0,0,0,0,71156,7,28.3,19.3,22.48,78,4.2,"SAT",3,2,3429,2238,2284,1,4129,33570,51,14,1445,516,612,10420,12418,29,"Range-23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","01/04/2018","SAO PAULO",NA,0,0,0,0,0,52779,8,28.5,19.3,24.02,73.25,4.6,"SUN",2,2,2779,1627,2041,0,2391,22977,34,11,1094,612,652,8552,9975,34,"Range-18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","03/04/2018","SAO PAULO",NA,0,0,0,0,0,38959,0,26.3,20.5,22.44,81.5,3.5,"TUE",1,2,1642,169,1312,23,1366,24107,17,9,953,398,463,18,8459,23,"Range-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","04/04/2018","SAO PAULO",NA,0,0,0,0,0,39304,0.2,26.8,19.3,21.62,79,1,"WED",1,2,1607,196,1349,26,1401,24537,13,5,805,422,401,3,8503,36,"Range-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","05/04/2018","SAO PAULO",NA,0,0,0,0,0,46154,0,27.8,18.2,22.04,74.25,6.3,"TUR",1,2,2022,250,1594,19,1656,29188,24,8,960,452,397,5,9531,48,"Range-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","07/04/2018","SAO PAULO",NA,0,0,0,0,0,68193,0,28.6,18,21.96,72,6.5,"SAT",3,2,3640,575,2772,49,5655,36190,37,7,2216,780,827,0,15377,68,"Range-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","08/04/2018","SAO PAULO",NA,0,0,0,0,0,55617,0,28.1,18.7,22.06,77.75,4.7,"SUN",2,2,3710,440,2401,43,4104,28751,29,11,1910,1013,883,0,12272,50,"Range-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","06/04/2018","SAO PAULO",NA,0,0,0,0,0,61469,0,27.2,19.4,22.3,72,6.6,"FRI",3,2,3436,503,2621,48,4945,32648,46,8,2089,584,685,5,13819,32,"Range-24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","12/04/2018","SAO PAULO",NA,0,0,0,0,0,46402,0,28.2,17.7,22.44,72.25,7.3,"TUR",1,2,2138,239,1593,6,1769,28905,14,4,1008,510,475,0,9699,42,"Range-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","13/04/2018","SAO PAULO",NA,0,0,0,0,0,60128,0,29.8,19.3,23.76,65.25,7.7,"FRI",3,2,3720,3056,2679,45,4597,29624,49,7,1946,480,657,0,13217,51,"Range-26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","10/04/2018","SAO PAULO",NA,0,0,0,0,0,37698,0,28.2,18.3,22.02,68.25,7.9,"TUE",1,2,1696,198,1211,24,1253,23966,15,3,718,318,296,0,7968,32,"Range-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","11/04/2018","SAO PAULO",NA,0,0,0,0,0,41929,0,27.7,18.5,21.88,69,9.1,"WED",1,2,2071,174,1356,17,1421,25724,27,3,921,401,390,0,9386,38,"Range-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","09/04/2018","SAO PAULO",NA,0,0,0,0,0,39467,0,27.8,18.6,21.88,74.25,6.5,"MON",1,2,1840,192,1301,11,1452,24668,13,5,867,429,405,0,8247,37,"Range-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","14/04/2018","SAO PAULO",NA,0,0,0,0,0,66624,0,26.2,19.6,21.92,74.25,5.1,"SAT",3,2,4029,3682,2891,56,5592,31948,48,12,1882,654,813,0,14981,36,"Range-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","15/04/2018","SAO PAULO",NA,0,0,0,0,0,60314,3.8,20.8,18.4,19.44,88.25,0,"SUN",2,2,4527,3428,2866,51,4242,28701,35,19,1834,1056,864,0,12641,50,"Range-32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","16/04/2018","SAO PAULO",NA,0,0,0,0,0,39643,13.8,21.2,17,18.08,84.5,0,"MON",1,2,2065,1519,1493,18,1466,23343,9,4,785,411,339,0,8162,29,"Range-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","19/04/2018","SAO PAULO",NA,0,0,0,0,0,48078,0,26.2,14,19.1,62.75,9.9,"TUR",1,2,2449,1575,1743,23,1714,28518,16,10,907,441,402,0,10253,27,"Range-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","18/04/2018","SAO PAULO",NA,0,0,0,0,0,40881,0,25.1,14,18.62,64,9.4,"WED",1,2,1981,1446,1444,10,1435,24418,16,0,768,379,395,0,8565,24,"Range-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","20/04/2018","SAO PAULO",NA,0,0,0,0,0,64836,0,25.8,14.2,19.54,58.5,8.2,"FRI",3,2,4157,3807,2834,26,4721,31901,39,7,1878,546,617,0,14252,51,"Range-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","17/04/2018","SAO PAULO",NA,0,0,0,0,0,37780,0,23.3,15.7,18.44,75.25,7.5,"TUE",1,2,1946,1332,1319,23,1282,22450,18,4,717,307,361,0,7996,25,"Range-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","21/04/2018","SAO PAULO",NA,0,0,0,0,0,70533,0,26.3,13.8,19.24,65.75,9.2,"SAT",3,2,4648,4295,3031,41,5935,33581,30,10,2009,694,738,0,15489,32,"Range-33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","22/04/2018","SAO PAULO",NA,0,0,0,0,0,54815,0,26.3,15.8,20.24,74.25,9.2,"SUN",2,2,4160,3365,2635,44,3858,25144,36,8,1755,937,829,0,11994,50,"Range-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","23/04/2018","SAO PAULO",NA,0,0,0,0,0,36561,0,26.7,16.7,20.58,72.5,6.7,"MON",1,2,1848,1269,1334,16,1305,20924,21,8,671,394,366,0,8374,31,"Range-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","24/04/2018","SAO PAULO",NA,0,0,0,0,0,37632,0,27,17.1,21.02,68.75,7.9,"TUE",1,2,1794,1309,1424,16,1311,21704,8,4,665,423,363,0,8578,33,"Range-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","26/04/2018","SAO PAULO",NA,0,0,0,0,0,47256,0,27.8,18.6,21.68,75.25,7.3,"TUR",1,2,2210,1621,1770,18,1693,28393,17,6,970,456,380,0,9690,32,"Range-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","27/04/2018","SAO PAULO",NA,0,0,0,0,0,64272,0,28.6,18.8,22.48,72.5,7.9,"FRI",3,2,3923,3548,2987,66,4700,31839,38,6,1870,582,640,0,14033,40,"Range-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","25/04/2018","SAO PAULO",NA,0,0,0,0,0,44422,0,28.2,17.8,21.56,70.75,6.8,"WED",1,2,2384,1555,1559,28,1519,26094,10,5,827,344,385,0,9685,27,"Range-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","28/04/2018","SAO PAULO",NA,0,0,0,0,0,63821,0,28.4,19.3,22.64,71.5,7.3,"SAT",3,2,4066,3779,2834,57,5324,30244,28,13,1899,698,698,0,14139,42,"Range-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","29/04/2018","SAO PAULO",NA,0,0,0,0,0,51632,0,28.4,19,21.98,76,6.7,"SUN",2,2,4347,3341,2621,50,3967,23604,27,11,1583,820,759,0,10454,48,"Range-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","30/04/2018","SAO PAULO",NA,0,0,0,0,0,86921,0,29,17,22.82,56.25,8.8,"MON",1,2,4335,2804,2771,42,3452,53509,28,12,1680,671,641,0,16930,46,"Range-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","01/05/2018","SAO PAULO",NA,0,0,0,0,0,89932,0,28,18.1,21.98,72.5,6.6,"TUE",1,2,5349,3017,3195,70,3517,53235,60,13,2227,858,838,0,17508,45,"Range-39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","04/05/2018","SAO PAULO",NA,0,0,0,0,0,61988,0,29.5,17.7,22.46,67.75,9.2,"FRI",3,2,3614,511,2537,59,5123,33056,48,8,2128,501,707,0,13656,40,"Range-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","02/05/2018","SAO PAULO",NA,0,0,0,0,0,37161,0,27.5,18,21.7,72.75,7.6,"WED",1,2,1765,217,1302,27,1480,23120,9,2,849,396,442,0,7526,26,"Range-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","03/05/2018","SAO PAULO",NA,0,0,0,0,0,43052,0,29,17.9,22.4,73.5,7.9,"TUR",1,2,2162,182,1517,21,1799,26515,19,7,1087,428,408,0,8876,31,"Range-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","07/05/2018","SAO PAULO",NA,0,0,0,0,0,41060,0,25.4,18.3,20.54,74,5.3,"MON",1,2,2025,204,1384,23,1672,25601,15,1,946,425,399,0,8337,28,"Range-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","05/05/2018","SAO PAULO",NA,0,0,0,0,0,68942,0,29.6,18.1,22.54,67.5,7.4,"SAT",3,2,4477,616,2983,79,6398,34727,48,16,2377,729,862,0,15601,29,"Range-32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","06/05/2018","SAO PAULO",NA,0,0,0,0,0,56000,0,25.8,18.1,21.06,73.5,7.7,"SUN",2,2,4287,476,2472,62,4429,28851,31,3,1955,916,774,0,11706,38,"Range-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","08/05/2018","SAO PAULO",NA,0,0,0,0,0,44000,0,24.1,16.9,19.44,77,7.5,"TUE",1,2,2151,214,1498,28,1723,27290,17,6,911,466,405,0,9262,29,"Range-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129","11/05/2018","SAO PAULO",NA,0,0,0,0,0,66486,0,27.3,15.2,22.06,59.25,7.5,"FRI",3,2,4183,575,2742,18,5404,35600,28,6,2139,685,605,0,14459,42,"Range-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","12/05/2018","SAO PAULO",NA,0,0,0,0,0,71670,0,26.4,18.4,20.72,75,1.9,"SAT",3,2,4477,571,2712,41,6440,37614,34,19,2396,737,759,0,15831,39,"Range-32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","13/05/2018","SAO PAULO",NA,0,0,0,0,0,45947,0,23.6,17,18.92,73.5,2.5,"SUN",2,2,3859,408,2039,17,3642,23394,31,13,1494,792,636,0,9589,33,"Range-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","09/05/2018","SAO PAULO",NA,0,0,0,0,0,46068,0,25,15.7,19.34,71.25,9,"WED",1,2,2425,245,1428,26,1748,28483,17,1,943,469,459,0,9791,33,"Range-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","10/05/2018","SAO PAULO",NA,0,0,0,0,0,50976,0,26.6,15.9,20.3,65,8.4,"TUR",1,2,2506,238,1618,20,1972,31632,13,5,1140,500,449,0,10850,33,"Range-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","16/05/2018","SAO PAULO",NA,0,0,0,0,0,40169,0,27.2,17.6,21.08,70.5,4.8,"WED",1,2,1891,177,1356,8,1598,25281,18,2,858,387,358,0,8204,31,"Range-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","14/05/2018","SAO PAULO",NA,0,0,0,0,0,36703,0,25.6,16.3,19.58,77,7.1,"MON",1,2,2013,175,1239,10,1497,22166,14,6,826,440,372,0,7901,44,"Range-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","15/05/2018","SAO PAULO",NA,0,0,0,0,0,38006,0,22.6,17.4,19.74,77,0.2,"TUE",1,2,1871,170,1255,8,1561,22948,9,2,874,420,312,0,8546,30,"Range-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","17/05/2018","SAO PAULO",NA,0,0,0,0,0,45584,0,24.1,17.1,19.98,74.75,5.3,"TUR",1,2,2333,238,1557,7,1915,28307,11,6,982,417,443,0,9342,26,"Range-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","19/05/2018","SAO PAULO",NA,0,0,0,0,0,71362,2.6,22.3,15.4,19.12,76.5,2.5,"SAT",3,2,4856,571,2637,44,6265,37743,34,6,2325,727,744,0,15376,34,"Range-35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","20/05/2018","SAO PAULO",NA,0,0,0,0,0,57049,8.2,21,9.6,13.94,56.25,8.7,"SUN",2,2,4784,460,2334,28,4605,29068,36,6,1907,1000,821,0,11955,45,"Range-34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","18/05/2018","SAO PAULO",NA,0,0,0,0,0,62048,0,27.5,17.1,21.78,72.5,7.9,"FRI",3,2,4021,464,2452,19,5238,33092,48,6,1992,503,654,0,13528,31,"Range-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","22/05/2018","SAO PAULO",NA,0,0,0,0,0,38218,0,24.6,9.7,15.36,73.5,8.6,"TUE",1,2,1811,168,1196,13,1966,23766,14,7,544,416,297,0,8003,17,"Range-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","24/05/2018","SAO PAULO",NA,0,0,0,0,0,43340,0,22.9,12.5,16.74,76.25,6.7,"TUR",1,2,2397,214,1370,12,2242,26357,16,6,686,507,400,0,9100,33,"Range-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","23/05/2018","SAO PAULO",NA,0,0,0,0,0,39938,0,22.2,11.4,15.7,74.25,6,"WED",1,2,2164,187,1261,13,2073,24612,16,3,573,385,322,0,8302,27,"Range-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","21/05/2018","SAO PAULO",NA,0,0,0,0,0,36651,0,21.5,9.3,14.94,65.75,8.5,"MON",1,2,2029,162,1221,11,1863,22853,15,5,601,381,316,0,7166,28,"Range-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","25/05/2018","SAO PAULO",NA,0,0,0,0,0,49317,0,22.8,12.1,17.44,76.75,2.5,"FRI",3,2,4071,462,2069,29,6351,23798,42,5,1292,509,609,0,10042,38,"Range-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","26/05/2018","SAO PAULO",NA,0,0,0,0,0,53929,0,23.3,14.9,17.8,77,5.6,"SAT",3,2,4276,540,2193,22,7388,25231,27,15,1475,656,706,0,11364,36,"Range-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","28/05/2018","SAO PAULO",NA,0,0,0,0,0,26390,0,22.6,12.9,16.74,73.25,7.2,"MON",1,2,1894,179,1122,6,2496,12920,10,3,531,275,348,0,6591,15,"Range-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","29/05/2018","SAO PAULO",NA,0,0,0,0,0,36930,0,24,13.3,17.94,65,8.3,"TUE",1,2,2377,201,1315,13,2224,20273,13,8,607,455,360,0,9065,19,"Range-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","30/05/2018","SAO PAULO",NA,0,0,0,0,0,61792,0,24.4,13.4,18.12,61.75,8.4,"WED",1,2,4249,380,2125,33,4753,32491,27,10,1061,515,461,0,15662,25,"Range-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","27/05/2018","SAO PAULO",NA,0,0,0,0,0,39350,0,24.2,14.7,17.7,76.75,6,"SUN",2,2,4035,370,1792,17,5297,16484,37,3,1119,811,647,0,8707,31,"Range-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","31/05/2018","SAO PAULO",NA,0,0,0,0,0,64094,0,25.1,12.5,18.74,65.25,8.1,"TUR",1,2,5599,405,2639,41,6981,29729,44,18,1339,784,686,0,15792,37,"Range-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","01/06/2018","SAO PAULO",NA,0,0,0,0,0,50955,0,25.1,15.2,19.86,49.25,8.5,"FRI",3,3,4080,395,2065,31,6067,24399,37,5,1287,564,559,0,11435,31,"Range-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153","02/06/2018","SAO PAULO",NA,0,0,0,0,0,57949,0,25.3,16.3,21.36,57.75,1.6,"SAT",3,3,4744,503,2344,53,7279,28074,37,2,1403,607,593,0,12277,33,"Range-34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","03/06/2018","SAO PAULO",NA,0,0,0,0,0,49231,0.8,22.5,13.7,16.28,88.75,0,"SUN",2,3,5137,390,2157,61,6214,21608,36,9,1365,1064,781,0,10376,33,"Range-37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","05/06/2018","SAO PAULO",NA,0,0,0,0,0,29710,0.3,18.6,14.1,16.02,86.25,0,"TUE",1,3,2240,186,1193,25,2220,14640,11,0,629,429,340,0,7762,35,"Range-14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","06/06/2018","SAO PAULO",NA,0,0,0,0,0,36211,0,23.2,14,17.52,83,1.9,"WED",1,3,2557,236,1400,28,2573,18771,31,2,715,418,373,0,9085,22,"Range-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
