"","Item","Quant","Standarddev","Standarddevper","lower","upper"
"1","Desserts",2374,166.282839380905,7.00433190315522,2207.7171606191,2540.2828393809
"2","Pizzas",211,29.2722545168837,13.873106406106,181.727745483116,240.272254516884
"3","Beverage",1420,103.901597849331,7.31701393305145,1316.09840215067,1523.90159784933
"4","Sfihas",20555,4050.84958546644,19.7073684527679,16504.1504145336,24605.8495854664
"5","Snack",767,92.3384785705908,12.0389150678736,674.661521429409,859.338478570591
"6","Pastas",344,6.58924183270435,1.91547727694894,337.410758167296,350.589241832704
"7","Dishes",336,12.3006782958586,3.66091615948172,323.699321704141,348.300678295859
"8","Savory",10878,904.925227295079,8.31885665834785,9973.07477270492,11782.9252272951
"9","Salads",29,2.84215815003895,9.8005453449619,26.157841849961,31.842158150039
